sentiment,text
5,Great batteries at a great pricr
5,"Cant beat it.. performs just as good if not better than the big brands, at more than half the cost.. Life span is awesome thus far.. ill never buy from the big guys again."
4,Pleasantly surprised with these batteries. Powered my son's toy tablet quite well along with other remote control cars that they use.
2,Poor life. Buy a known brand.
1,Batteries seem to have very short life.........
1,"Multiple batteries leaked, ruining one toy and causing messes in other items. Poor quality."
4,They are batteries people! They make things work for awhile.
5,Great price. The batteries last a long time also.
5,"Great pricing, FAST shipping and proud to fly and promote the AMAZON brand I love! Thank you for another outstanding product."
5,So far these have worked great and fit the need well.
5,These batteries work as I expected.
1,"I have had mine for about 6 months, now 2 won't last mare than a week in my TV remote. Pretty annoying!"
5,I did a simple test with 2 identical falmeless candles that run on 2 AAs. Amazon Basics AA kept the candle going as long and bright as brand new Energizers. Pretty darn good deal!!
5,Great cheap batteries. No more over paying for them!
5,"Good price, time will tell on durability"
2,price is good... look good on paper.. some i have are bad.. after few times use .won't buy again unless quality goes up..
5,Order these regularly. Work very well. Price is great as with 3 kids replacing batteries often.
5,Cheap durable and lasting the only time I'm going to buy batteries here from now on Amazon
5,Would buy again.
5,Priced well and work great.
4,I haven't even used one yet but I suspect they will work. I stocked up on these because I have a lot of stuff that uses AAA's and it is a super price.
3,"These batteries are nothing special. They do the job, probably not as good as some name brands but good enough for my wireless trackball."
4,Order got lost and took longer (weeks) than expected. Product is great though.
5,So far so good testing fully charged
4,"Battery Ninja tested these AmazonBasics AA's in toothbrushes I did some calculations and found that these batteries offer a reasonable price per unit of power (mWh), but that they do not carry as much energy as others. The test results show that these batteries will run out faster than others, at least in the toothbrushes. There were no test results vs. digital cameras, photo flashes, or toys, so I'm extrapolating that these will perform like Rayovacs, not like Duracell Coppertops."
5,Quality batteries.
5,"I purchased AmazonBasics AA Performance Alkaline Batteries in July. It has now been two and a half months since I have been using them. They are definitely comparable to the leading brands out there. They are also much more affordable. We have used them in everyday items that need batteries. We mainly use them in our remote controls. Before, it always felt like we were replacing our batteries constantly or hunting for batteries. It was nice to buy this pack to have them readily available and also have the option to purchase recurring delivery if we need them...which is something I will definitely consider because of the convenience. I just need to figure out now how often I need them. This pack has lasted awhile."
5,I bought these basically because they are by Amazon and I love and trust their brand to produce high quality products. So I bought packs of AA and AAA when I bought some flashlights on Prime Day. They seem to work great and I expect they will last a long time.
5,Easy to open and store . . . equivalent battery life with more expensive brands!For those of us who do not like 'real' shopping These are Amazon Prime 2 day delivery.
5,Unbeatable price for the amount you get. Quality batteries.
5,Great batteries. Work and last like brand name batteries
5,"Super buy alkaline AA batteries, Checked the 1.5 volts rating and actually read 1.61 volts which indicates its good and new. I was satisfied with my purchase and its very low price compared to other brands of same batteries. I used 4 and works as intended."
5,Work as good as any name brand batteries and a great deal. Not much else to say.
5,To be honest...these batteries outperformed a big name brand. Period.
4,Price was very good and I received the order in one day.
5,Great deal for our office's most popular battery.
5,Glad I ordered this many. I had no idea I'd use nearly half the box as soon as I opened it. Now I need to do the same with AA size as many applications say specifically not to use rechargeables. Believe them! I tried it once before and pretty much melted down the item and destroyed the batteries as well. Apparently they are not made to supply as much current and they will let out the (magic) smoke. These came in quickly and are just what I needed
5,I saw reviews for batteries on the news and these were rated among best. I'm so glad I can get these from Amazon in bulk for a great price.
5,"Hope the feedback, review and pictures I post here will help a few fellow Amazon shoppers:Quality 10/10 Freakin Amazon man! Never letting us down. They're build solid and come in a safe and secure packaging. Also work great too.Price 9/10 Price isn't dirt-cheap but it's not expensive either. I've seen worst at the local stores or gas stations. AmazonBasics has good deals.Check out the pictures I uploaded here as well.Let me know if you have any questions / if my review, feedback and pictures helped you shop!"
1,These last about 5 hrs in a roku remote using the headphones. Really disappointed in how long they last.
5,Best battery deal ever. Lasts a long time
5,These are a great price based on others I've seen. They additionally have a very good life cycle based on individual price point as compared to more expensive brands.
4,"Reasonably priced, and I have had no issues. They are not eneloops, but they work fine for all the applications that I have used them in."
1,Both packs were useless. Confirmed low charge with multimeter.
4,These batteries are just fine and does the job. Would recommend!
4,These work good and are just as efficient as top name in comparison this far.
5,They seem to work well and with a 10 year shelf life why buy in two and 4 packs when you can save money like this.
5,"Work very well, lots of power."
5,Good price on batteries with good life. Works as long as other name brands. recommended
5,"Great price for many batteries. I will now buy their AA's. Rated great by CU, and all work fine so far and all test fine. Recommended."
4,Great value.
5,Great value and lightning fast delivery!
5,"Product works as advertised, no issues. Recommended."
4,Good quality
5,"When I heard one of the consumer gurus on the radio a few years ago saying that some of the generic or lesser known brands of batteries were often as good as the name brands, I tried a pack of the AmazonBasics AA alkaline batteries instead of the usual name brand. I've bought several packs since then, and although I haven't done any objective testing, they appear to be about as long-lasting and reliable as any other brands that I've tried. Some of the batteries were installed a couple of years ago, and they still have some charge, and there's been no leakage or corrosion. I've been very pleased with the AmazonBasics alkaline batteries."
4,"I have switched to AmazonBasics brand after trying just about every brand there is. Good, reliable batteries."
5,"Quality and battery life is the same as name brand. Reminds me of the days when you could go to Radio Shack and get some good, inexpensive batteries. So far, I haven't had an AmazonBasics products I haven't liked."
5,Long lasting product good bang for your buck.
5,"Batteries that work that are cheap! Boom, sold. Buy them now AND NEVER LOOK BACK."
1,These run outmuch quicker than the Rayovac Ultra and cost the same...
1,"Given its price, probably makes sense but doesn't last very long even with lower power usage or lesser used devices. I'd spend few dollars more and buy Duracell pack from Costco."
5,"These batteries are safe for children, because it features an anti-leakage style. Plus, it's eco-friendly so it's not just good for your child, buy also in your surrounding."
5,"I love the concept of Amazon basics. I look forward to the savings that can be passed to consumers (hopefully) by stripping out a lot of the non-sense associated with consumer products (marketing, packaging, etc.) I see no difference between these and brand name batteries other than the cheaper prices."
5,"Perfectly suitable alternative to the overpriced Duracell and Energizer batteries. I didn't notice any difference in performance, and I will never buy the expensive brands again after finding Amazon Basics!"
5,"So far they're holding up just like the brand name versions, but they're much cheaper."
5,These seem to be performing well so far. I've already gone through half. I haven't done any special tests to compare them to more name brand batteries but so far I've not had any issues. My daughter drained one of her video games in about the same time as she does with some of the other brands - but I didn't time it or anything. All of them were there - came nicely packaged and I like the price. I will most likely continue to buy these batteries now for the convenience and lower price.
5,"Cheap, works, better quality then duracel."
4,"Don't seem to last as long as the big name brands, however, for the price you will get more run time per money spent."
5,"These batteries work as long, if not longer, than the big name batteries. I love them! I swear by them in my remotes for my TV, sound system, Blu-Ray player, TiVo, and Roku!"
5,"I love the money Amazon brand saves us, these batteries work and last just as well as name brand!"
5,These are excellent batteries and the price is right.
2,"The scale arrived earlier than expected, and came packaged nicely. No visible damage on the box, so I was excited to test it out. The scale came with batteries, which was very convenient. However, upon turning on the scale, I discovered that the entire lower line of the display failed to light up and change (I.E: an 8 looks like an A, 3 looks like a backwards F). Other than that, this scale would have been fantastic. One thing to note, the weighing platform is not silver itself, but rather appears to be a silver plastic."
1,Second purchase of an amazon battery product and just as disappointing as the first. Batteries don't last very long and they quickly leak battery acid. Installed for less than 1 year and already leaking in two separate devices stored in different conditions. Will never buy amazon batteries again. Definitely not worth the few dollars saved.
4,"They are batteries, so can't say I love them! But I've had good results with Amazon's AA's so trying these now."
3,"I'm not entirely pleased with Amazon's batteries. It seems to me that these have been dying faster than the bulk pack I got at Costco long back (which lasted a long time!). I don't think I'll get these again, I'm returning to the name brands at Costoco once these are used up (and they are getting used up at a rapid pace)."
5,"Seem to work as well as the big brands at half the cost, no brainer buy. I'm about to get the AAA batteries."
5,"seems just as good as higher-priced batteries. I have had good experience with an AmazonBasics wireless mouse I've been using for 1 1/2 years, and the reviews for these batteries are excellent. For the price, I am fully satisfied."
5,"expiration of 2026, about 9 years in advance of when I received these.Batteries are shrink wrapped in groups of 5 which is good to provide for protection from discharge after part of the package is opened."
5,"I ordered a 20 pack of AA batteries from amazon when they were on sale. Seems like my kids are going through batteries like crazy with their gaming controllers and such. My household ends up going through AA batteries like there is no tomorrow! So when i saw these were on sale, i had to order some. I decided to hide these ones from the kids, so i could see if they were comparable to the store bought batteries that seem to always die on us rather quickly. So far my husband has had a set of these batteries in his xbox controller for days now and they are still going strong. Same with the wii controller- which has a battery indicator even, still says full battery. So far, i am very happy with these batteries and plan to purchase more in the future!"
3,Seems to be a good product. not sure they have a very long life.
3,One of my 48 batteries arrived with what looks like a leak. The rest look fine so I'll just keep them. Otherwise these batteries work just fine.
1,"Asian products are infamous for their low quality, failure, and or harmful nature. These batteries produced in Indonesia live up to that reality. Out of ten batteries I finally found four that had enough juice to power the piece of equipment I purchased them for. Had I know they were made in Asia I would never have purchased them to begin with."
1,short battery life
1,"Lasted for barely any time at all. I have no idea why some batteries last longer than others but I can attest that these were stored in the exact same condition in our home as another brand of battery and the Amazon ones lasted for far less than half the life of the namebrands. I'm always willing to give Amazon products a try, but these batteries left a lot to be desired."
2,These batteries do not have a long life.
3,They really don't last very long
1,Batteries last about a week in a wall clock- name brands last six months. Don't waste your money.
1,"We have been extremely disappointed in these batteries. Put them in our game camera and they were dead after two weeks. Should have lasted two or three months. Same thing with everything we have used these batteries for. Don't waste your money, Buy Duracell instead."
1,"I bought these several months ago. I use them for Xbox One controllers. Using Duracell batteries I get roughly 20+ hours out of 2 AA.With these Amazon ones, after about 6-7 hours I start getting low battery notices, and unlike the Duracell that I get a few warnings with, I only get one shortly before losing all power. Stick with the name brands, I tried these generic ones and regret it."
2,"So at first I was happy, but my computer mouse started flashing red (low battery) about a week of having the new battery. Not impressed with battery life, but it works short term."
1,"Shortest battery life I have ever experienced, using a Microsoft BlueTooth mouse that I have had for years, and have never experienced a shorter time between changing batteries than with these Amazon batteries! Duracell even Energizer or Maxell are far superior given my long decades of experience. Bah Humbug to Amazon on this one."
1,"I don't know if I got a bad batch, but I'm getting less than two week's of use when I use them in my Baldwin Keyless Deadbolt (https://www.amazon.com/Baldwin-8252-AC1-Cylinder-Electronic-Deadbolt/dp/B00441UCY0/) which takes 4 AA batteries. The Duracell Alkaline usually last 2-3 months, so I'm pretty appalled at how short these. I'm in San Francisco and it doesn't get that cold so I don't think that's the problem.I've tested the batteries with my tester (https://www.amazon.com/dp/B005G7SBY4) and it indicates they are good and in the green, yet won't drive the deadbolt.When I took the weakened batteries out of the deadbolt (that still show green) and put them in my headlamp (https://www.amazon.com/Fenix-HL23-Headlamp-XP-G2-FENIX-HL23-XP-G2-GOLD/dp/B00SH08UXY/), they only give about 20 minutes before they completely die."
4,"should have bought the bigger pack, used most of these up already, forgot how much stuff I had that uses AAA batteries."
3,"Nice bag, however did not come with the shoulder strap, which is one of the main reasons I wanted this particular model."
5,"Excellent long lasting batteries ,put all the expensive stuff to shame, SHIPPED IN AWESOME LITTLE AMAZON BOX ......."
3,"I like these shoes but Altra needs to pay more attention to sizing. I normally wear US 7.5-8. The first pair of Superior 2.0s I ordered was size 8 and they were way too short. OK, I thought, they run short. I ordered a pair size 8.5 and they were just barely long enough.I ordered a second pair size 8.5 and they are visibly half an inch shorter than the first size 8.5 pair. That isn't running short, it's lack of quality control.I really like these shoes, so I am ordering size 9's. But I do not have any warm feelings about Altra."
5,The package is A LOT smaller than I thought. That'snice.
4,Same soap as always but a smaller size than I thought.
5,So far so good
5,So far so good. Will update if anything changes.
4,So far so good. Working well with my light mirror and it's been holding a good amount of power for a good amount of time.
4,Time will tell how well they perform. They are a little less expensive than Energizer and if they perform as well I'll re-order them.
4,Price is right. So far so good for quality!
5,So far so Good !
5,An updated review past my initial use of these will be forthcoming. So far so good.
5,No issues thus far. I just started using them so I speak for their longevity.
5,They work. So far so good.
5,"So far so good. Great value. Well packaged, nice clean design and arrived quickly."
5,So far so good. The batteries are working great. I do like how they are packaged in groups of 4 inside a box. It keeps them in order once you remove a bundle or two.
5,"Bought for camping batteries, so far so good. .. we'll see if there are any issues after storing for a few months. Amazing price."
5,So far so good...good value overall time will tell how long they will last but will update if they don't last as long as name brands
5,I'm using three now and so far they're good. I love the flat sturdy box they came. Perfect for storing. Also a lot more batteries than I realized. :-)
4,I have been using these batteries for about a month now and the half I have used have performed very well. The Batteries I inserted into 3 items when they arrived are still working.So far I have found no bad batteries included in my order.Would recommend based on performance of the batteries I have used so far.
5,"So far, so good!"
5,"So far, so good. I haven't had them in a device long enough to report on actual battery life."
5,"So far, so good. They all seem fully charged and last as expected."
5,Enough batteries to power my remote for a decade. I would have loved this many AAs for my Gameboy growing up.
5,Works great in my xbox controllers and wii controls!
2,not long lasting move on pay more get more
1,"So, I now have an angry 2 year old. A broken new toy. And batteries that I cannot trust. I put new batteries in the toy and it stopped working a couple days later. I opened it up to find some batteries leaked also ruining the toy.Edit: Amazon has made since replaced the batteries for me."
5,I don't think I can find cheaper Alkaline batteries to be honest. Their life is pretty good too.
5,It is the first time I purchased Amazon Basic AA Alkaline batteries and I am glad I did. It is a solid performer at reasonable price.. Will buy more in the future for sure!
5,"Sleek design. Comes with batteries needed. I've compared the number to another scale that same day hours later and it displayed the same number. I'd say it's very accurate. Clear display, thin black platform. Your typical scale. I did receive this at a discounted rate for my honest opinion. I'd buy again and would recommend to a friend. Solid product."
2,Some batteries worked okay. I just had a problem where a new battery worked for a week and then there was no charge. Not worth the price.
2,"For the price and quantity I was sure this would be a great buy. Sadly, not all of the batteries worked. I first thought the camcorder we purchased was defective but when I swapped out the fresh, new batteries for a second round of fresh, new batteries from the same package the device magically came to life. Boo to you Amazon for selling batteries that don't actually work."
5,Exceptional batteries for the price. Just as good if not betterthan major brands. Sometimes you just pay extra for the brand. That is a waste of money.Quality can be found at a reasonable price like these batteries. Duracell and other brands are asking you topay for there brand name. Sometimes there is a difference. In this case I could not find any reason to pay a higher price.
2,These do not hold charge for long.
4,Works like a standard alkaline battery.
5,If you have kids you need these! We were pleased. These powered all the birthday gifts without a problem.
1,"Update 4/30/16:I've been trying to use up the last of the batteries and two more have been found leaking acid since the previous review. I didn't want to just throw them out but at this point is isn't worth the mess and damage to devices.Original Review:Bought two packs of these on subscribe and save in the last couple months. We play laser tag and the guns require 6 batteries each so I thought this would be a good source of cheap batteries for our 8 guns. I put these in about a week ago after having the batteries sitting on a shelf for a couple months. We played a game and then put the guns up. The next time we played ( about 3 days later) I noticed an oily liquid running out of one of the guns. The battery was leaking acid and it had run out of the battery compartment and was all over the outside.I get that it happens to other batteries as well, but that's usually after sitting in a device for months, not a few days. I would not trust these in anything expensive...and take them out immediately after use. I won't buy again. Sorry, no pics...I was busy cleaning up the mess."
1,"These batteries are HORRIBLE. I purchased the 36 pack of AAA's a few months ago, and just started using them last week. So far out of 5 batteries used 2 were DOA, 2 lasted 4 days and 1 got so hot the plastic around the end is burnt."
5,Who doesn't need batteries
1,Worst batteries I've ever bought. Last about two weeks in a remote control.
2,These do not work good in cameras. I use a small point and shoot Cannon Camera for work. With these batteries I seem to be changing them almost every time I go out. Other name brand batteries seem to last 3-4 time longer.
5,"So far so good!, I put dates on these batteries to check the life line when installed into batteries power items. I'll have future updates on this items. Stand by!"
5,"Got enough now for any possible hurricane, tornado, earthquake, and other disasters that take out the electricity. YOU can never have too many batteries, just in case."
4,Stocked-up
5,Convenient and inexpensive. Comparable to Duracell and energizer. Can't tell the difference.
2,"Maybe I got a bad batch. However, with 48 batteries, you'd think if that were the case that some of them would work well, and for me they have not. The main way these are being used are in an Xbox remote. The Xbox is only used to run Netflix, Hulu, and Amazon Video on our tv, so I am basically using the game remote as a TV remote. It is never used for playing video games. That being said, I am lucky if a set of 2 of these batteries lasts 10 days in this remote. That is a far cry from name brand batteries I have bought. I purchased these thinking they would be a great deal. However, going through them 3x as fast as other batteries makes them a worse value, not to mention it is annoying to have to change them out so often. I will use up the ones I already bought, then I will not be buying any more."
5,"These work as well as the name brand batteries but are cheaper and better quality than even dollar store batteries. I use the subscribe and save service Amazon offers for batteries, wipes etc and save even more making them an even better value. At the rate my kids use AA batteries for their Xbox controllers, we need value!"
5,"Very nice packaging! Love the price and the nice convenient packaging makes it easy to store, find and keep track of the batteries. Great job Amazon!"
5,"These batteries are a really great buy, same quality as the name brand batteries at a much better price"
5,"My daughter has this terribly annoying doll that sings and dances. She has it playing 24/7, and these batteries are apparently going to last until the end of time. I almost want to drop my rating down because they work a little too well."
5,Just what I wanted. Last long enough to consider it as my preferred AAA batteries.
5,"lasted long, super reasonable price"
1,"We bought these batteries to use in a medical Holter Monitor. Typically we put batteries in for 24 or 48 hour monitors. After one use, we need to replace the batteries. These batteries did not even last the 24 hours. Patients wasted their time and the testing was wasted. It was embarrassing to make the patient reschedule their test due to our equipment failure. These cost our business money. Will never buy again."
5,I read somewhere that batteries were one of the more over-priced items we buy. Why get those expensive brand name batteries when generic batteries last just as long This is a super buy.
5,"Just as good as the name brands, maybe better. I use these in the Holiday decorations and still going strong!"
5,"So far these batteries have outlasted the Duracell batteries they replaced in my Xbox remote, at a fraction of the cost!"
4,They work great!
5,Works good and there are cheap. I will be buying more then I need them!
5,I will probably never buy batteries anywhere but here again. My husband is a gamer and typically blows through all kinds of batteries but these do the trick. I havent noticed them needing replacement any more frequent then other major brands like duracell or energizer
1,Most of these batteries either do not have any life left to them or they are die out after one use. terrible product.
1,Are not strong enough to work the remote to my smart tv. Not sure what I will use these for since they only last about two weeks in my other tv remote.
1,"Can't believe Amazon's name is on these pieces of dung. Very short life. I've migrated to Eneloop rechargeables for AAA as well as AA now big savers, as I have a lot of doodads."
5,terrific
3,Trst
3,"I like AmazonBasics products, so I was excited to see these batteries. To find out if they were a good value, I looked up data online. Bottom line:-- For flashlights, toys, and steady drain devices, you'll be better off buying Rayovac Alkalines here on Amazon.-- For cameras and photo flashes, Duracell Coppertops will be better.Here's why: Rayovacs cost a little bit more per battery, but they hold more energy than these AmazonBasics batteries. As a result, the final price per amount of power is about the same. You just won't have to change batteries as often.Those Rayovacs work best in steady drain devices, but not so well in cameras or flashes. For those high drain devices, Duracell Coppertops hold up better and end up being cheaper.Battery Ninja tested these AmazonBasics AA's in toothbrushes I did some calculations and found that these batteries offer a reasonable price per unit of power (mWh), but that they do not carry as much energy as others. The test results show that these batteries will run out faster than others, at least in the toothbrushes. There were no test results vs. digital cameras, photo flashes, or toys, so I'm extrapolating that these will perform like Rayovacs, not like Duracell Coppertops.So, the only data to compare here is the toothbrush test. For energy delivered, these AmazonBasics batteries cost about the same as Rayovac batteries but will die sooner. To say that another way, these batteries cost less, but also deliver less power.Both Rayovac and Amazon Basics are better than Energizer batteries, which appear to consistently give less power and still cost more. I guess the money goes to the Energizer Bunny.Duracell Coppertops will last longer in flashlights, toys, and toothbrushes, but cost a little bit more per unit of power (mWh). On the other hand, they hold up better in cameras and similar electronics. They're probably the best all around battery. So, if you don't like changing batteries and a willing to spend a tiny bit more, Coppertops are a good way to go.Finally, the best value battery is interesting: it is the Costco Kirkland Signature. Battery Ninja's results show that and so do the tests from Consumer Reports. You can buy those Costco batteries here on Amazon, but the price is higher than you'd get at the club. Of course, I'm not a Costco member, so it doesn't matter to me... but buying them here on Amazon is not a good value."
5,Thank You!
5,"I think most of the batteries I have in my house are now all AmazonBasics. These batteries are in all of our toys, gadgets, remotes and I have never had an issue. They last as long as expected."
5,Great staple...
5,The appear to be as good as the rayovac's my kids blow through in the gaming controllers and at a slight savings. I think we'll keep using them!
5,"The batteries appear to be working great. I've been using two AA's in my Xbox One controller for over a month now. If you can get a sale on these like I did, buy, buy, buy!"
5,These batteries work just as well as name brand batteries while being substantially cheaper. These are also packaged well. The cardboard box is slim and holds its shape unlike a normal plastic battery box. The batteries are shrink-wrapped together so they stay nicely in place. I just take some from the end and leave the remaining batteries nicely in their package.
3,The batteries are such a great deal but don't have the strength needed to run certain toys. We hve a snap circuit kit and it doesn't power it enough to make the fans fly. A little disappointed.
2,"I use these for reading lights (the kind you clip on a book) which I use for coloring. The light gets dimmer after a few hours use the batteries I get from dollar tree last the same if not better. Duracell and energizer, however, last at least 20 hours before the light gets dim."
4,The batteries work fine. So far they seem to last quite a while. Haven't used them for very long to determine if they are any better than other batteries I have used/
5,The batteries work well.
5,love the easy to open packaging! these batteries long very long in my dslr camera!
2,"Would not buy these again. I reluctantly gave it a 2nd star because the price was good, but the batteries are pretty much 1 star. These get pretty good reviews so I was excited about them. Then the kids kept coming back WAY TOO FAST asking for batteries for their Wii remote. It didn't make sense to me until I tossed some in my blood pressure monitor. That thing runs for many months or years on a set of batteries, but not these! Only weeks with these. I don't have any kind of meter or anything like that to check them, but the proof is in the usage.......it's awful. Buy something else with a brand name."
1,"I opened the package today and put in my son car toy, didn't work at all, I took them out and put back in again, didn't work, so I got the other brand battery and put them in, the car run just fine. I'm going to return this and will not buy amazon battery again."
1,"These DO NOT WORK. I have tried them in 2-3 different clocks, and they are not working at all. When replaced with other batteries, the clocks started to work fine again.You get what you pay for..."
5,Powers what I want. The future is amazing!
5,The good quality I expect from Amazon.
5,The lights seem to work real well. I have not used them for long put they are plenty bright enough for the closet I'm using them in.
5,"The latest reviews of name brand batteries have gone downhill lately. It seems they leak, rust, don't last, etc.. Perhaps Amazon is licensing older battery technology, or their manufacturer is anyway. So what These work better than the name brands! These are the only batteries I will buy, except Lithium Smoke Detector batteries. Amazon Any plans for Lithium batteries"
5,The only batteries that I buy now! Price is great and they seem to hold up as good as their more expensive competition.
5,"Never knew that Amazon sold batteries until now. Stop buying those batteries at the grocery store and use these! I always run out of batteries in my wireless mouse and keyboard at the worst time because I ignore the low battery warnings. These batteries come in a small cardboard box about the size of 2 boxes of office pens. Inside, the batteries are wrapped in packs of 4 which keeps them neatly organized inside.Overall, these works extremely well and I will never buy batteries at the store again."
5,A++++ Seller. The Product was excellent and exactly what i needed.
5,Those of us in World War II can all appreciate what was happening in the South Pacific while we were elseware. I was in the North Pacific at a secret U.S.-Russian site where we were planning a joint attack of Japan. We hear nothing about what was happening farther South. The book ansered our questions.
5,"The package provided good quality batteries in a size I need most often, without including other sizes of less usefulness. I also appreciated the packaging, which is more accessible than the common drugstore packages (which can be a challenge to open)."
5,Appear to perform as well as top-brand batteries at a fraction of the price. The storage box they come in fits nicely in our utility drawer.
5,"They last as long as I need them to, there's a crap ton of them, I don't know what else to say."
4,These alkaline batteries appear to be of good quality and provide excellent power output to my devices. Only time will tell if they provide long life in storage without leaiagel
4,"These are a great price. I'm not sure they last as long as a name brand battery, but they get the job done."
2,"I bought these thinking, Great I can save some money!...... Well.... no you won't....I have to use batteries in my camera because I'm too cheap to go buy a new camera..so I bought all these batteries (2 big boxes) ....Usually 2 batteries last about 10 hours if I continuously use them, take a lot of pics.(like energizer)...... Seriously, these batteries last me probably 2 hours when using them a lot...... Not kidding.....I will not repurchase these......."
4,These are AA batteries and they work. They do seem to die a bit faster in my Speedlight then duracells but maybe I just use it more since I have the 48 pack.
1,"Do not use these in any techy gadget, including remote controls, keyboards, and especially cameras!"
4,"Well, I usually write extensive reviews on products, but really there isn't much to say here. Lets cut to the chase. They are batteries. They are AAA size. And they work. No, they aren't the equivalent to lithiums and no they won't power your space shuttle to the moon, but what do you expect at this price I was going to test the actual mah of the battery, until I remembered how much I paid for them in comparison to the big brands I've purchased in the past at the drug store. Bottom line: A good mix of quality / quantity. They aren't your cheapest, junkiest battery but they also don't compare to the best AAA's, Energizer Lithiums. Mid-grade at a great price. Got lots of electronics needing AAA Get them. If you're needing to use them in place of rocket propellent, look elsewhere."
5,"These are fantastic alkaline batteries that work just as well as some of the name brands. They are long lasting in my controllers, remotes, clocks, devices, and more. I highly recommend them. Great price too. Compare and save."
4,"These are fine, for the price but not as Duracell"
5,"These are great batteries for around the house and I don't notice any runtime difference between them and the other major brands. The price is awesome, and they work as expected. Nothing else to say about AA's really :)"
4,"These are great batteries without paying the premium for name brands. Our kids go through batteries like their potato chips, so its nice to get a good product at a reasonable price."
5,"These are great batteries, at a great deal. They last a long time and we are very happy with the purchase. We did however have some that are DOA, I called Amazon and they took care of us, AWESOME customer service, as always."
5,"The basic AA batteries that can only do its job well. I haven't tested it about it's life span yet, but seems not bad, as you can have a great number of them to use for a long time!they are excellent kind batteries for the price, though it is not better than some other it is as good quality of most brands. because you just have pay extra money for the brand which is a waste of money.I don't have any reason to pay a higher price product."
5,These are great batteries. They compare with national brands.
4,"These are great for the price! They do tend to die slightly faster than other batteries, but overall they are great for what you pay. I would recommend these to anyone looking for basic batteries. The come in a plastic wrap which is easy to open. The same can't be said about some battery brands."
5,These are great quality at an even better price. I am always rummaging through the junk drawer in desperation when the remote dies mid Netflix binge. Now I can binge on for all eternity!
5,"These are my new go to for batteries. Last holiday season I used these batteries in half of our window candles and Duracell it the other half. Basically no difference in battery life and the price can't be beat. If anything, the candles with these batteries lasted longer."
3,"This battery is fine, but I purchased it because I thought it was rechargeable. Shame on me for not noticing, but I thought it looked just like the rechargeable ones I had purchased before. I bought it on Prime Day for about 6, so I thought I was just getting a great deal.Disappointing. I don't normally buy regular batteries, as we go thought them like water in all of our Thomas trains and other toys. I wish I had noticed the difference."
3,These are OK for the price. I have an LED string of dewdrop lights I bought from Amazon and these batteries will last for 3-4 days of it on 24/7 but the Costco Kirkland brand batteries will last 2 weeks being lit 24/7.
4,"Arrived on time, battery doesn't last very long though even when fully charged, so that's my only concern."
5,These are really good batteries. We have gotten these a few times now and haven't had any issues with them at all. They work well in everything we have tried them in. They seem to hold up just as long as other brands of batteries do. These are a good buy. would definitely recommend these batteries to other people.
5,So far I love it very good price and all the batteries are fully charged :) (I checked!) I also love the package that it was in. I'm using it as storage for these batteries right now very useful. I guess all I'm saying everything that comes with this are useful :)
5,"These batteries are awesome, i will be ordering these again! we have a rc car and had in brand new brand name batteries and the rc car was slower than when we put in the amazon batteries!! you could tell the difference. They don't get hot easily. They also last awhile."
5,Crazy good deal. These batteries are easily every bit as good as top brand name batteries. My kids now prefer amazon batteries to any other in their console controllers... which I think says a lot. Great job Amazon!!
1,These batteries are awful!! I usually use duracell AA in my small Christmas light strings and they last me 2.5-3 weeks with being constantly on. These have lasted about 4 days with the same use. I read other reviews which stated they were the same but it wasn't until I put them in my normal light strings that I saw the difference. Will NOT order again.
5,"I keep a good stock of batteries in my house. We have lots of flashlights and toys that require them. These are nicely affordable and I compare them to Energizer batteries, easily. (Don't look at 2nd pic if you're OCD )"
4,These batteries are great and last very long I would definitely recommend them to a friend or family over the Duracell brand better pricing
5,"These batteries are great, I used Duracell before for my remotes etc, but i am impressed with these, I am getting much longer life from them. I am updating this review, this will be the only battery I use, they last a long time, and are a good price!"
5,These batteries are great. They last forever and are much cheaper than the name brands. Will continue to buy.
5,"These batteries do what batteries need to do. I'm writing a review b/c this was an Alexa deal, which she told me was 5, and was charged 8."
1,"These batteries don't work well! My bluetooth mouse wouldn't stay on any more, even when I put fresh Amazon batteries in them. So I bought a new mouse and it wouldn't work with the new batteries. Then I used Duracell and the mouse was fine!Same thing happened with my Roku remote."
5,"Have I sold you yet If not, just imagine sitting on your couch, remote in hand, and all of the sudden you can't change the channel anymore. You can't turn the volume up when your girlfriend is asking you to do stuff. You can't turn the volume up when she does that stupid, annoying, thing when she eats. YOU CAN'T TURN IT UP WHEN SHE'S TALKING TO HER MOM! Before these batteries my relationships did not last long, as girlfriends love asking you to do stuff, eating, talking to their mom. Since my purchase of these batteries, and my ability to turn the volume up to earbleeding levels whenever my girlfriend opens her mouth, I have been much, much happier.Buy these batteries.They probably also work in other things like digital thermostats (to make your house unbearably hot for her menopausal mother), flashlights, and clocks."
5,These batteries have been performing wonderfully in my clocks and other small appliances. The price is right with Subscribe and Save and I can't beat the quality or price elsewhere. They come nicely packed and shrink wrapped in four packs making them easy to carry. I will definitely continue to purchase.
